,tweet
10291,Election Commission notice to Kapil Mishra: Social
10292,Is the RSS worker with the explosives in Mangalore? Fact check https://bbc.in/2TSHY6A
10293,All political parties contesting #DelhiAssemblyElections must listen to this Dalit and Muslim woman... Video: Sindhuvasini/Shubham Kaul
10294,"Ramdas Athawale said on CAA, government may consider changes in citizenship law"
10295,Where does India stand in the Economist Democracy Index? 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 33 34 35 36 37 38 39 40 41 42 43 40 44 49 45 51: India reached down 10 places. Lowest score since 2006. https://bbc.in/3aDWMf5
10296,Why are doctors advising to wash hands frequently to avoid the fast spreading virus in China?
10297,"Twitter: Rape threats, abuses and lewd things... all these women leaders of India face"
10298,"The tableau is before the tableau of 26th January, the complete picture is yet to be completed. :) #RepublicDay (Pic: AFP)"
10299,Corona virus has killed 25 people in China so far
10300,Why 'enmity' with Malaysia can cost India and Modi government dearly? Video: Gurpreet Kaur / Rubaiyat Biswas
10301,What did Pranab Mukherjee say on the protests going on across the country?
10302,Indians stranded in China amid threat of coronavirus: Press review
10303,How Africa's richest woman 'plundered' Angola
10304,"What did Rajinikanth say on Periyar, on which there was an uproar"
10305,"What did Rajinikanth finally say on Periyar, on which there was an uproar https://bbc.in/37qOmpi"
10306,The wave of movements will strengthen the roots of democracy: Pranab Mukherjee - five big news https://bbc.in/2Rk6L1A
10307,Cartoon: Now the problem of pink money
10308,"Three people in custody in Jharkhand massacre, inspector suspended"
10309,How to stay safe from deadly coronavirus?
10310,Imran Khan again compared Modi government to Nazis
10311,Kejriwal vs Modi or Kejriwal vs Who - Delhi Assembly Election 2020
10312,Raj Thackeray launches son Amit Thackeray into politics
10313,What did Imran Khan say on calling the Modi government Hitler and Donald Trump's offer of mediation on Kashmir?
10314,CARTOON OF THE DAY: Oh man! #BBCHindiCartoons
10315,'Why is this government separating us Muslims?' Story of three generations of rebel women who reached #ShaheenBagh... Video: @pritamroy_ @shaluyadavbbc @anshul_verma_
10316,Has the Modi government changed its stand on NPR?
10317,Pawan Kumar should go wherever he likes: Nitish Kumar
10318,You are sitting somewhere inside the house. That's why running on the roof hearing loud noises coming from the sky and seeing the fighter plane by turning its neck. What other such things do you remember from Republic Day? (PC: GETTY) #RepublicDay
10319,"In #ISRO's space mission, no human will go first, but this robot... name is #VyomMitra Video: Imran Qureshi"
10320,"On Twitter, a user asked Shahrukh Khan - ""Sir, I want a room on rent in Mannat. How much will it cost?"" Shahrukh replied, ""It will take 30 years of hard work."" #AskSRK"
10321,"Another 'Panga' of Kangana Ranaut, 'Put that lady in jail with rapists'"
10322,What did she say while speaking on the punishment of Kangana Ranaut rapist?
10323,Ground Report: Is the agitation going on in JNU or is it over?
10324,ISRO to send female robot 'Vyommitra' to space
10325,Why are Anupam Kher and Naseeruddin Shah verbally attacking each other?
10326,Does family mean only husband and wife and children?
10327,Did Saudi Prince get Jeff Bezos phone hacked?
10328,"KAHASUNI: UP CM Yogi Adityanath said, ""What has he done now. They have started making the women of their house sit at the crossroads. What a big crime that a man is sleeping in the house wearing a quilt and women are being made to sit at the crossroads. What is your opinion on Yogi's statement?"
10329,"Why did former Pakistan cricketer Shoaib Akhtar say, 'Allah takes care of me, not India'"
10330,How dangerous is the corona virus coming from China and what are its symptoms?
10331,"""It is not a tradition in Japan to photograph dead people. But Colonel Rahman said that he deliberately did not allow Subhash Chandra Bose to be photographed because his face was very swollen."" Story of last 48 hours of #NetajiSubhasChandraBose..."
10332,"How dangerous is the Corona Virus that came from Wuhan, China and how can it be detected?"
10333,"Defense Minister said, no one can even touch a Muslim in India: Press Review"
10334,Yogi Adityanath said sedition case will be filed if slogans of 'Azadi' are raised: five big news
10335,Anupam Kher replied to #NaseeruddinShah's 'Joker' comment with 'Nashedi'
10336,The war of words between Naseeruddin Shah and Anupam Kher https://bbc.in/37gKneY
10337,"Three capitals of Andhra Pradesh, how will it work?"
10338,Sperm works even after the death of a person: Research
10339,Cartoon: Questioning Children
10340,Why did this mother of Shaheen Bagh get emotional?
10341,India slips 10 places in 'Democracy Index'
10342,How dangerous is the corona virus spreading from China to other countries? Watch this special episode of BBC Duniya tonight at 10 PM on NDTV India.
10343,Can minorities not contest elections in Pakistan and Afghanistan? fact check
10344,Why don't BJP leaders go to Shaheen Bagh?
10345,Did Jashoda Ben participate in the Shaheen Bagh protests - Fact Check
10346,"After all, why is the BJP government adamant on its stand regarding #CAA? See what the party spokesperson Shahnawaz Hussain replied to this."
10347,"Najeeb Jung, former Vice Chancellor of Jamia University and Deputy Governor of Delhi, has given a statement regarding the Citizenship Amendment Act."
10348,CARTOON OF THE DAY: Just remember the 'sacrifice' of the students #BBHCindiCartoons
10349,"Mother of two, dentist, homemaker and powerlifting champion, all in one woman...#ChangetheGame #ISOTY Video: Jai Kumar"
10350,Couldn't the Supreme Court have stayed the CAA?
10351,BBC Hindi exclusive interview with BJP leader @ShahnawazBJP. Watch Live- https://bbc.in/2sQy6z4
10352,Being punished for being Munawwar Rana's daughter: Sumaiya Rana
10353,What are the ongoing protests in Iraq in which more than 500 people have been killed so far?
10354,Why did Ashima choose to be a mother without a man?
10355,Why is 'Lach' so important to Saif Ali Khan?
10356,What is the reason for Arvind Kejriwal not going to Shaheen Bagh? Story: Saroj Singh Voice: Bhumika Rai
10357,How much India needs to be afraid of China's corona virus
10358,"KAHASUNI: In an RTI, information was sought about the 'tukde-tukde gang', in response to which the Ministry of Home Affairs said that there is no information about it. Now Tharoor has besieged the government regarding the 'tukde-tukde gang'. You tell your opinion."
10359,"Do your children also quarrel with each other? What can you do in such a situation, know from Dr. Shilpa Gupta. #ParentingTips Video: Sushila Singh / Devashish Kumar"
10360,Uproar over showing Shivaji to Narendra Modi and Tanaji to Shah
10361,Supreme Court on CAA – No unilateral stay without hearing
10362,Why are Shia and Sunni Muslims fighting with each other these days in Iraq? Story: Rajneesh Kumar Voice: Mohd Shahid
10363,IMF reduced India's growth forecast. The economic growth rate for 2019-20 will be less than 5%. RBI's estimate - The growth rate will be 5%. UN reduced India's GDP growth forecast from 5.7% to 5%. How will this condition of the economy affect the world?
10364,"Donald Trump said, 'The heirs of yesterday's fools are becoming fortune tellers.' When Trump was speaking, Greta's expressions were like this. Greta said, 'If you people do not pay attention now, then understand that you are playing with fire' Full story: https://bbc.in/2upSYgJ"
10365,What do the common people of America think about Donald Trump and his impeachment?
10366,Bhim Army chief Chandrashekhar gets relief in bail conditions
10367,Today the light will be supplied from the moon? Location: New York's Empire State Building (Picture: Getty)
10368,Shirdi Sai Baba: Where was Sai Baba born? Story: Tushar Kulkarni Voice: Pawan Singh Atul
10369,Why Arvind Kejriwal's nomination took more than six hours - Press Review
10370,Why didn't Delhi Chief Minister Arvind Kejriwal stage a sit-in protest calling CAA 'bad'?
10371,Trump again spoke to Imran – ready to help Pakistan on Kashmir
10372,Senate begins hearing on impeachment of US President Donald Trump
10373,Donald Trump called environmental activists good and bad in Davos
10374,"Do not do politics, yet why do these people do so much for others: Wusat's blog"
10375,"Palladium, more valuable than gold, whose prices are skyrocketing"
10376,How much does Indian badminton benefit from the Premier Badminton League?
10377,Why are people craving for rotis and naans in Pakistan? Watch BBC Duniya program tonight at 10 PM on NDTV India.
10378,Pakistan's Sikh leader left the country after threats
10379,Munawwar Rana lashes out at BJP after FIR against his daughters for protesting against CAA
10380,Pakistan's Sikh leader left the country after threats
10381,Shubh Mangal more careful: Ayushmann Khurrana will become
10382,Cartoon: If you want to fight...
10383,Eight Indians died in Nepal's resort
10384,"Home Minister Amit Shah said, no matter how much you protest, CAA will not be withdrawn..."
10385,CARTOON: Come see who has how much food! #bbchindicartoons
10386,"KAHASUNI: Home Minister Amit Shah said, ""I have come here to say that whoever wants to protest, CAA will not be rolled back."" Share your opinion."
10387,Dara Shikoh's head was cut off and presented before Shah Jahan.
10388,CARTOON OF THE DAY: Vidhik wahi jo police man bhai! #bbchindicartoons
10389,The bride and groom were Hindu and the marriage took place in the mosque.
10390,A girl who doesn't want sex but wants love and family... Video: Sindhuvasini/Shubham Kaul
10391,What is happening with President Donald Trump in America?
10392,Why did Gita Gopinath say that India's slowness is a threat to the global economy?
10393,"Impeachment trial on Donald Trump from today, this is his team of lawyers"
10394,Tejinder Pal Singh Bagga: From attacker to BJP candidate
10395,"'Illusion if someone sits on a lily, then there is a ruckus, if a dream sits in our heart for a moment, then there is a ruckus, till now everyone used to listen to the story of love, when I turned the story into reality, then there was a ruckus' @DrKumarVishwas Place- Bangladesh (pic- Getty)"
10396,Why did Iraq's Shia-Sunni turn towards America?
10397,The threat of a mysterious virus is hovering over China.
10398,"Fierce fire broke out again in Surat city of Gujarat, luckily there was no loss of life..."
10399,Tell the caption... (PC: PTI)
10400,What kind of family does a girl who does not want sex want?
10401,"BBC Cover Story: The danger that was talked about for the world, is that danger now in front?"
10402,Delhi Assembly Elections: BJP fields Sunil Yadav against Arvind Kejriwal
10403,How did a small matter create so much sourness between India and Malaysia? Story: BBC Monitoring Voice: Sushila Singh
10404,"Due to shortage of wheat in Pakistan, people are yearning for rotis"
10405,Is Vladimir Putin going to integrate Belarus into Russia?
10406,Robert Vadra's aide arrested in London in property case - Press Review
10407,Producing children like animals is harmful for the country: Shia leader - five big news
10408,Davos 2020: What is World Economic Forum
10409,BBC Hindi TV program 'BBC Duniya' now on 'NDTV India'
10410,IMF slashes India's economic growth forecast
10411,What are the people of Jammu and Kashmir saying about the visit of 36 ministers of the Modi government?
10412,BBC Hindi's Sarvpriya Sangwan receives Ramnath Goenka Award
10413,CARTOON: Terms apply! #BBHCindiCartoons #ParikshaPeCharcha2020
10414,BBC Duniya TV program from today at 10 pm on NDTV India. What will be special in today's program?
10415,"Where was Sai Baba of Shirdi born, Shirdi or Pathari?"
10416,What is the legal way for the police to snatch blankets from the protesters?
10417,When is the unemployment discussion?
10418,"'I have the essence of the Gita, an Urdu newspaper as well, I have a month of Ramadan, I have also bathed in the Ganges...' Many artists gathered at Shaheen Bagh on Sunday evening..."
10419,JP Nadda becomes the new National President of BJP #JPNadda #BJPPresident
10420,CARTOON OF THE DAY: When is the unemployment discussion? #BBHCindiCartoons #ParikshaPeCharcha2020
10421,CARTOON OF THE DAY: When is the unemployment discussion? #bbchindicartoons
10422,Irrfan Khan is making a comeback
10423,How true is it that there was a celebration at Shaheen Bagh when Kashmiri Pandits were driven out of the Valley? Video: Shubham Kaul
10424,KAHASUNI: JP Nadda has become the new president of Bharatiya Janata Party. Will Nadda be able to challenge his opponents like Shah? #JPNadda
10425,Arvind Kejriwal got so much 'love' that he could not fill his nomination today.
10426,How did the winter kill the yaks in Sikkim and what was the effect of the death of the yaks on humans? Video: Vikas Pandey/Anshul Verma
10427,Beginning of new era in BJP with JP Nadda
10428,"This girl, who is preparing for the Olympic trials after defeating Sakshi Malik, has done military training. Read full story. #changethegame #bbciswoty"
10429,"Why did Saif Ali Khan say, what was shown in 'Tanhaji' is dangerous... Voice: Vikas Trivedi"
10430,CAA: The challenge of Kerala and Punjab is a big blow to the Modi government
10431,The journey of transformation from 'My family' to 'It's my family'
10432,#BBCIndianSportswomanoftheYear: An attempt to salute India's women sports https://bbc.in/2R9nQuX #bbciswoty #changethegame
10433,#Changethegame | Gymnast sensation Priyanka Dasgupta hits headlines after winning 4 gold https://bbc.in/38l0Bnu #bbciswoty #changethegame
10434,"Madhya Pradesh's Rajgarh Deputy Collector Priya Verma slapped a protester, someone pulled her hair..."
10435,Delhi Assembly Elections 2020: Which face's magic will work
10436,"Nitin Gadkari said, 'There is no shortage of money, the shortage is in the mentality of working in the government...'"
10437,The death toll is increasing due to China's mysterious virus
10438,How is breast implant done and what are the risks women may face in it?
10439,"Nitin Gadkari said – There is no shortage of money, the shortage is in the mentality of the people working in the government."
10440,Priya Verma: Why is the video of Deputy Collector of Madhya Pradesh going viral
10441,Why palm oil became important between India and Malaysia
10442,Muslim community gets Hindu couple married in mosque - Press Review
10443,West Bengal BJP President said – 50 lakh Muslim infiltrators will be identified – five big news
10444,How is the President elected in America?
10445,India: Five out of every 100 children do not even see their fifth birthday
10446,"Saif said, what was shown in 'Tanhaji' was dangerous"
10447,Team India's brilliant start in Under-19 World Cup cricket
10448,"Team India won the Rohit-Virat blast, captured the series"
10449,"Saif said, what was shown in 'Tanhaji' was dangerous https://bbc.in/2TCId5t"
10450,Why people started calling UP Police 'Blanket Chor': Social
10451,Regional parties continue to dominate Indian politics
10452,"Steve Smith's century, target of 287 runs in front of India https://bbc.in/2TypnMS"
10453,"Steve Smith's century, difficult target to win the series in front of India https://bbc.in/30BPvbi"
10454,Facebook apologizes to Chinese President Xi Jinping
10455,Protests in Iran: Who are the opponents of the government in the country?
10456,Why did Pakistan change its army spokesperson? Why did you support Deepika?
10457,"China said, India should answer to the United Nations on the Kashmir problem - Urdu Press Review from Pakistan"
10458,"Who is Mikhail Mishustin, Russia's 'second most powerful' person after Putin?"
10459,Low child birth in China threatens the economy
10460,See how increasing weight and drinking alcohol daily is dangerous for your liver.
10461,Mahatma Gandhi: Controversy over Bapu's pictures where the assassination took place
10462,Is Amazon's Jeff Bezos fighting with the Government of India or with Mukesh Ambani?
10463,Pakistan advised India – take care of your home first
10464,Harry and Meghan give up royal titles and royal duties
10465,CAA: What is going on in Patna's 'Shaheen Bagh'-turned-sabzibagh
10466,States cannot refuse to implement CAA: Congress leader Kapil Sibal - Press Review
10467,Asaduddin Owaisi questions RSS chief's 'two children policy' statement - five big news
10468,Has Vladimir Putin become synonymous with Russia?
10469,Why did Pakistan change its army spokesperson?
10470,Raj Thackeray to launch his son?
10471,Why did Pakistan change its army spokesperson? https://bbc.in/368VIwe
10472,Stopped the music by saying 'Qawwali nahi chalegi'
10473,Why was former IAS Kannan Gopinathan forcibly returned from Allahabad by the UP Police?
10474,Sania Mirza: Great comeback after becoming a mother
10475,How did Gangubai become famous for managing sex workers?
10476,Kannan Gopinathan forcibly returned from Allahabad over CAA protests https://bbc.in/2ttUDSx
10477,"China reached the sea through Myanmar, how much danger to India?"
10478,Nirbhaya's mother Asha Devi got angry on senior advocate Indira Jaising's appeal to forgive the culprits https://bbc.in/377dWj0
10479,Today's topic in BBC INDIA BOL program is...
10480,"Fearing what, US President Donald Trump is not attacking Iran?"
10481,KAHASUNI | Nirbhaya's mother Asha Devi has strongly reacted to the tweet of senior advocate Indira Jaising in the Supreme Court in which she was appealed to forgive the culprits. https://bbc.in/375JWEj
10482,"The world's temperature is slowly increasing due to climate change, but what is it changing on Earth? understand in seconds"
10483,"What will be new in the world of technology in the new year? New cars, new phones and new technology... know it all in one place"
10484,Pakistan calls Bipin Rawat's statement a sign of 'bankrupt thinking'
10485,Ramachandra Guha said- Kerala took a disastrous step by electing Rahul Gandhi: Press Review
10486,What did Mahendra Singh Dhoni do after being dropped from the BCCI contract?
10487,Trump's warning to Iran's Supreme Leader - 'Choose words carefully Khamenei': five big news
10488,How much will the RSS's 'two children plan' work?
10489,"IndiavsAus: India equalize in Rajkot ODI, beat Australia by 36 runs"
10490,CAA: BJP has also gone to the Supreme Court against the law made in the Parliament
10491,"Who is 'Bru', who will get Rs 600 crore"
10492,Iran plane crash: what Khamenei said about the Iranian army in the matter of downing the plane
10493,What did Bhim Army chief Chandrashekhar say for the Modi government after coming out of Tihar Jail? Watch his exclusive interview with BBC correspondent Dilnawaz Pasha (Shoot/Editing by Shahnawaz Ahmed)
10494,"Despite being the eldest son of Shahjahan, Dara Shukoh had to be deprived of the throne, and not only this, he also had a cruel end. Listen to the story of Dara Shukoh from Rehan Fazal in today's discussion"
10495,"A new death warrant has been issued against the convicts in the Nirbhaya case, what did Nirbhaya's mother and the convict's lawyer say on this?"
10496,Cartoon: Chronology of Jobs
10497,Talk of girlfriend's murder accepted on live TV show
10498,Akhilesh said 'no alliance with any party now'
10499,Why did former UP CM Akhilesh Yadav say that Samajwadi Party will now contest elections alone? Video: Mukesh Sharma / Devashish Kumar
10500,CARTOON OF THE DAY: Understand the chronology of jobs! #bbchindicartoons
10501,"After Kerala, now Punjab Assembly passes resolution against CAA"
10502,"Why didn't Dawood Ibrahim target Karim Lala? #KarimLala Story: Velli Thevar, Senior Journalist Presenter: Adarsh ​​Rathore Edit: Sumit Vaid"
10503,Trump didn't attack Iran fearing elections?: Duniya Jahan
10504,Why didn't Dawood Ibrahim target Karim Lala?
10505,KAHASUNI: Commerce and Industry Minister Piyush Goyal has said that Amazon CEO Jeff Bezos is not doing the country any favor by investing one billion dollars in India. tell your opinion
10506,Why is the Modi government angry with Amazon's Jeff Bezos?
10507,"Why did 'Nazma Aapi', which went viral on social media, choose a Muslim character? Meet the girl who plays the character of Nazma Aapi. (Video: @1vikastrivedi / @piyushngpl) @salonayyy"
10508,"Who is Mikhail Mishustin, Russia's 'second most powerful' person after Putin?"
10509,Sangh chief Mohan Bhagwat said- 'The next plan is to enact a law for two children'
10510,Rohith Vemula's last words: 'My birth was a terrible accident' https://bbc.in/2NOHcnl
10511,How did the sewing machine change the lives of women?
10512,What is Vladimir Putin's gameplan for Russia and what impact could it have on the world?
10513,Trump impeachment case: 100 lawmakers take oath to be neutral
10514,"Subramaniam Swamy gave advice to print Lakshmi on the note, but since when is Gandhiji being printed on the currency? Video: Gurpreet Saini/Devesh Singh"
10515,Amazon CEO not doing India any favour: Piyush Goyal
10516,What are the 36 ministers of the Modi government going to do in Jammu and Kashmir?
10517,Bipin Rawat claims- 'Small children were radicalized in Kashmir': Today's five big news
10518,Kashmir: Girl buried in snow comes out alive after 18 hours
10519,"On Davinder Singh case, Rahul asked why Modi and Amit Shah are silent"
10520,CAA: What did Jignesh Mevani say on Modi-Shah in Bihar?
10521,US vs Iran: Who will Pakistan side with?
10522,What happened in the public hearing on the police action during the protests against the Citizenship Act in Uttar Pradesh? (Video: Abhijeet Kamble)
10523,"Ratan Tata said, Modi-Shah have vision for the country"
10524,Yogi's track record and the strictness of his police in UP
10525,Peace in JNU campus now: VC Jagdish Kumar
10526,CARTOON: Records will be broken on both sides #BBHCindiCartoons
10527,What is the cost women pay for reporting sexual violence
10528,Cartoon: Celebrate Gandhiji
10529,Why is there a controversy over the book named 'Aaj Ke Shivaji-Narendra Modi'
10530,CARTOON OF THE DAY: Bapu is saved!
10531,What did Amit Shah say on raising anti-national slogans?
10532,A new twist in the story of Mahendra Singh Dhoni's future
10533,BJP attacks AAP for delay in hanging of Nirbhaya convicts https://bbc.in/2FT5Yhz
10534,When the plane spilled fuel before emergency landing and it fell on school children...
10535,JNU-like violence in Bengal's Visva-Bharati University
10536,"#MahendraSinghDhoni's game, what should be considered as the end...? Voice: Naveen Negi"
10537,Uproar over citizenship law and NRC in the program of Muslim National Forum
10538,"Sanjay Raut gave controversial statement on Indira, Congress angry"
10539,How a small beetle gave the idea to overcome the scarcity of water.
10540,Amit Shah said – Bihar elections under the leadership of Nitish
10541,"Before his arrest, Devinder Singh told the DIG- 'Sir, this is a game. don't spoil the game"
10542,Mahendra Singh Dhoni out of BCCI contract
10543,Dhoni out of BCCI contract https://bbc.in/35YtHY4
10544,"KAHASUNI: After World Cup 2019, Mahendra Singh Dhoni has not played a single international cricket match. In such a situation, your opinion on Dhoni not being given a place in the central contract. #Dhoni #bcci"
10545,What did Shiv Sena leader Sanjay Raut say about Indira Gandhi and Karim Lala and what clarification has he given now.
10546,What is going on in the mind of Russia's biggest leader Vladimir Putin and what does he want to do next? Voice: Rajesh Priyadarshi
10547,What moves will Putin use to stay in power in Russia after 2024?
10548,"Story of Ramilaben Konkani, who has been selected as a speed bowler in the Disabled Cricket Team... Video: Dharmesh Amin/Ravi Parmar"
10549,KAHASUNI: What is your opinion on this advice given by BJP leader and Rajya Sabha MP Subramanian Swamy to improve the condition of the Indian rupee? https://bbc.in/2uTGvSZ
10550,What is happening to Muslims in China?
10551,"Donald Trump closer to impeachment, now action will be taken in Senate"
10552,Subramaniam Swamy advises to print Lakshmi on rupees; But since when has Mahatma Gandhi been printed on the rupee?
10553,The 80-year-old grandma who can give you kite-flying classes... Video: Sagar Patel/Tejas Vaid/Dan Kurtis
10554,Since when is Mahatma Gandhi printed on rupees? https://bbc.in/2stOG7H
10555,"Team India's superfan Charulata is no more :( 87-year-old Charulata, who was in discussion during the World Cup, has said goodbye to the world. (PC: BCCI)"
10556,What happens to the prisoner on the day of hanging? Video: Gurpreet Saini / Rubaiyat Biswas
10557,"Another blow to Pakistan, China's third attempt on Kashmir also failed"
10558,"This is Dinesh Mohan, model and actor, can you guess his age? Video: Sunil Kataria/Rajan Papneja"
10559,"Cuttack: Lokmanya Tilak Express collided with goods train, seven coaches derailed https://bbc.in/389KSrf"
10560,Is China facing trouble at home? Taiwan showed its eyes...
10561,Modi government is worried about the popularity of Kanhaiya Kumar - Press Review
10562,On what terms was the agreement between China and America?
10563,Asked in RTI who are in Tukde Tukde gang? Ministry of Home Affairs did not respond - five big news
10564,CAA protest: If there were deaths due to police bullets then why were bullets not found?
10565,"Davinder Singh suspended from the post of DSP, recommendation to dismiss"
10566,"After the uproar over CAA, did the BJP leader leave the college?"
10567,"Putin's proposal to change the constitution, resignation of the Russian government"
10568,"Putin's proposal to change the constitution, resignation of the Russian government https://bbc.in/3agysQu"
10569,Why do planes dump their fuel?
10570,Australia: What is being done to control the fire?
10571,"""Bhale us par goli chala do hum nahi darne wale,"" said a woman participating in the ongoing Shaheen Bagh protest. (Video: Dilnawaz Pasha/Deblin Roy)"
10572,What are those whose tickets were cut by AAP saying?
10573,Bhim Army's Chandrashekhar Azad gets conditional bail
10574,Cartoons: Holiday Season
10575,CARTOON: Law of Inflation! #bbchindicartoons
10576,What will be the impact of falling economy on common man
10577,Nirbhaya case convicts will not be hanged on 22: Delhi government
10578,"CARTOON OF THE DAY: Rahul, must have heard the name? #bbchindicartoons"
10579,"IMA objected to PM Modi's statement, said- prove or apologize"
10580,"When Amazon boss Jeff Bezos came to India, why did small businessmen come out on the streets? Video: Arunoday Mukherjee/Pritam Roy"
10581,Bull taming sport Jallikattu begins #Jallikattu
10582,Army porter's head cut off and taken to Pakistan? (Video: Majid Jahangir / Rubaiyat)
10583,Malaysian Prime Minister Mahathir Mohamad told the truth to India: Pawan Singh Atul
10584,What is the significance of Pakistan's Foreign Minister Shah Mehmood Qureshi's visit to America amid Iran-US tension?
10585,Has DSP Devinder Singh really received an award from the President? (Voice: Gurpreet Saini)
10586,General Naravane said- Removing 370 from Kashmir is a historic step
10587,What happens on the day of hanging and how
10588,#ICCAwards The generosity of Virat Kohli that won him the ICC Award
10589,Amazon to invest $1 billion in India https://bbc.in/2ToLeGo
10590,Controversy in Bangladesh over Saraswati Puja
10591,"Rohit Sharma got the ICC ODI Cricketer of the Year. Rohit Sharma has scored 8954 runs in 222 ODIs played so far. Rohit Sharma, who scored five centuries in the 2019 World Cup, has scored 28 centuries in ODIs. (Picture: Getty) #ICCAwards"
10592,What did the Jammu and Kashmir Police say on the news of Davinder Singh getting the President's Award? #social
10593,"Khadija Parveen, who took 40 years to become an Indian from Pakistani... Majid Jahangir/Manish Jalui"
10594,Army Day 2020: Sometimes there was a dispute between the army and the government
10595,Will Muslim countries like Saudi Arabia and Malaysia be able to unite for Iran? Story: Rajneesh Kumar Voice: Pawan Singh Atul
10596,"KAHASUNI: In the arrest case of Bhim Army chief Chandrashekhar Azad, Additional Sessions Judge Kamini Lau said that Delhi Police was behaving as if Jama Masjid was in Pakistan. Your opinion? https://bbc.in/385gnmn"
10597,How strong has the Indian Army become under Modi's rule?
10598,How is the condition of India in the matter of #Passport and which is the number one country in the world in this matter? Video: Adarsh ​​Rathore / Rubaiyat
10599,Nirbhaya: Convicts will meet the family for the last time - press review
10600,"Tension increased in Malaysia and India, Mahathir said - will not bow down"
10601,Karnataka: Now the Sangh Parivar stands against the statue of Jesus Christ
10602,Prince William-Prince Harry rubbish allegations of rift
10603,2020 can be the year of unemployment and inflation – five big news.
10604,"Parvez Musharraf's sentence revoked: The one who has a lathi in his hand, his moon is the star - Wusat's Blog"
10605,Iran becoming more isolated around the world https://bbc.in/3acSdIj
10606,Attack on Taiwan will be costly for China: Sai Ing-wen
10607,Why there is a rift in opposition unity again and again?
10608,IND vs AUS: Australia beat India by 10 wickets
10609,China: Girl starves to death for brother's help
10610,"Bihar: Husband and father-in-law in jail for murder, woman returned alive"
10611,"The Congress leader asked, ""If Davinder Singh's name was Davinder Khan?"""
10612,Is Noor Mahal really built in the memory of a Nawab's Begum?
10613,"Court tells Delhi Police, 'Jama Masjid is not in Pakistan'"
10614,Why have new plants suddenly started growing on the Himalayas?
10615,Cartoon: What is the need to protest?
10616,Congress's question on Davinder Singh - If the name was Davinder Khan? #social
10617,CARTOON: No Comment :(
10618,Raising voice of women against CAA
10619,Why is the festival of #MakarSankranti celebrated only on 14-15 January and what is the scientific reason behind it? Story - Team BBC Hindi Voice - Mohan Lal Sharma
10620,"UP government identifies 32,000 refugees in 3 days"
10621,CARTOON OF THE DAY: One Boycott will kill another Boycott! #bbchindicartoons
10622,"We put a wire on the sun by putting a ladder, lit the day light as soon as the night light went off! Place- Ganga Sagar (PC: EPA)"
10623,"Nirbhaya gangrape: Supreme Court dismisses curative petition of Vinay Sharma, Mukesh Singh"
10624,Who are the people facing problems due to the ongoing protest at Shaheen Bagh and why are the shopkeepers supporting the protest despite the loss? Video: Anant Prakash/Manish Jalui
10625,Army porter's head cut off and taken to Pakistan?
10626,"There is a war-like situation between America and Iran, in such a situation, what is going on in the hearts of the Iranian people living in America and in what environment they are living. (Video: Vineet Khare / Rubaiyat)"
10627,Why is this 100-year-old turtle called the Playboy of turtles?
10628,Who are facing problems due to Shaheen Bagh protest?
10629,Why is this small country of the Arab world so important to the world? Story: Team BBC Hindi Voice: Adarsh ​​Rathore
10630,Why is Makar Sankranti only on 14 or 15 January every year?
10631,"Why is Iran surrounded in its own house, which put America in the dock?"
10632,KAHASUNI: Satya Nadella is the first head of any tech company to criticize India's Citizenship Amendment Act. What is your opinion on Nadella's statement? https://bbc.in/2NnZw6a #SatyaNadella
10633,Kerala government reaches Supreme Court against CAA
10634,Will Mahathir Mohamad be able to unite the Muslim world?
10635,"Saudi Arabia which is known for desert and heat, it is snowing these days..."
10636,CAA: What happened in the meeting of opposition parties
10637,Ajay Devgan's Tanhaji ahead of Deepika Padukone's Chhapaak
10638,"'JNU VC doing good job, why take action': HRD minister"
10639,India vs Australia: It will be a battle of the big players
10640,"Nirbhaya gangrape: What is curative petition, by which the convicts want to escape"
10641,#SatyaNadella: Microsoft CEO Satya Nadella said on CAA- 'Sad and bad'
10642,"Bad words of BJP leader, 'Our government has killed those opposing CAA like ...': five big news"
10643,Prince Harry and Megan's wish got support from the British Queen
10644,"Country's economy slow, party's agile"
10645,Joker received 11 nominations at the Oscars
10646,There have been missile attacks on planes even before Iran
10647,How will India's technology be in 2020?
10648,Davinder Singh: What was the connection between Afzal Guru and the extremists?
10649,"Jammu and Kashmir Police has arrested DSP Davinder Singh along with two extremists on the Srinagar-Jammu highway. DSP Devinder Singh has been honored by the President of India. What is the whole matter, BBC correspondent Aamir Peerzada is telling."
10650,Court that sentenced Pervez Musharraf to death dissolved
10651,Pervez Musharraf's death sentence revoked https://bbc.in/2FHhn3U
10652,"Why the crisis between America and Iran persists, 5 reasons"
10653,“Music is my skill and rebellion is my identity” Meet Jagjit Kaur from Punjab who is making her presence felt in the protests happening in the country through her revolutionary songs. (Video: Daljeet Ami)
10654,Davinder Singh: Interrogation of DSP caught with extremists
10655,Who killed the Kurdish leader who was called Syria's 'peacemaker'?
10656,"CARTOON OF THE DAY: The country's economy is sluggish, the party is active #BBHCindiCartoons"
10657,Why are military officers decreasing in the Indian Army?
10658,The moment when the warships of America and Russia were saved from colliding...
10659,Is this 47-year-old man a JNU student? - Fact Check
